budget,calls,category,correct,family,input_tokens,judgments,method,mode,output_tokens,plan_id,reference_feasible,remaining,scenario_id
2,4,invalid_model_output,False,infeasible,9044,0,E,oracle,198,,False,0,pilot-15
4,4,invalid_model_output,False,infeasible,9044,0,E,model,198,,False,0,pilot-15
4,4,invalid_model_output,False,infeasible,9044,0,E,oracle,198,,False,0,pilot-15
0,1,invalid_model_output,False,infeasible,2261,0,A,model,45,,False,,pilot-15
0,4,correct_feasible_plan,True,transfers,8996,0,D,model,528,4d86024018420a6a0561,True,1,pilot-16
0,4,correct_feasible_plan,True,transfers,8996,0,D,oracle,528,4d86024018420a6a0561,True,1,pilot-16
1,4,correct_feasible_plan,True,transfers,8996,0,D,model,528,4d86024018420a6a0561,True,1,pilot-16
1,4,correct_feasible_plan,True,transfers,8996,0,D,oracle,528,4d86024018420a6a0561,True,1,pilot-16
2,4,correct_feasible_plan,True,transfers,8996,0,D,model,528,4d86024018420a6a0561,True,1,pilot-16
2,4,correct_feasible_plan,True,transfers,8996,0,D,oracle,528,4d86024018420a6a0561,True,1,pilot-16
4,4,correct_feasible_plan,True,transfers,8996,0,D,model,528,4d86024018420a6a0561,True,1,pilot-16
4,4,correct_feasible_plan,True,transfers,8996,0,D,oracle,528,4d86024018420a6a0561,True,1,pilot-16
0,4,correct_feasible_plan,True,transfers,8996,0,E,model,528,4d86024018420a6a0561,True,1,pilot-16
0,4,correct_feasible_plan,True,transfers,8996,0,E,oracle,528,4d86024018420a6a0561,True,1,pilot-16
1,4,correct_feasible_plan,True,transfers,8996,0,E,model,528,4d86024018420a6a0561,True,1,pilot-16
1,4,correct_feasible_plan,True,transfers,8996,0,E,oracle,528,4d86024018420a6a0561,True,1,pilot-16
2,4,correct_feasible_plan,True,transfers,8996,0,E,model,528,4d86024018420a6a0561,True,1,pilot-16
2,4,correct_feasible_plan,True,transfers,8996,0,E,oracle,528,4d86024018420a6a0561,True,1,pilot-16
4,4,correct_feasible_plan,True,transfers,8996,0,E,model,528,4d86024018420a6a0561,True,1,pilot-16
4,4,correct_feasible_plan,True,transfers,8996,0,E,oracle,528,4d86024018420a6a0561,True,1,pilot-16
0,1,correct_feasible_plan,True,transfers,2249,0,A,model,135,4d86024018420a6a0561,True,,pilot-16
0,4,correct_feasible_plan,True,scope,9480,0,D,model,496,3202db15cbf15a08e585,True,1,pilot-17
0,4,correct_feasible_plan,True,scope,9480,0,D,oracle,496,3202db15cbf15a08e585,True,1,pilot-17
1,4,correct_feasible_plan,True,scope,9480,0,D,model,496,3202db15cbf15a08e585,True,1,pilot-17
1,4,correct_feasible_plan,True,scope,9480,0,D,oracle,496,3202db15cbf15a08e585,True,1,pilot-17
2,4,correct_feasible_plan,True,scope,9480,0,D,model,496,3202db15cbf15a08e585,True,1,pilot-17
2,4,correct_feasible_plan,True,scope,9480,0,D,oracle,496,3202db15cbf15a08e585,True,1,pilot-17
4,4,correct_feasible_plan,True,scope,9480,0,D,model,496,3202db15cbf15a08e585,True,1,pilot-17
4,4,correct_feasible_plan,True,scope,9480,0,D,oracle,496,3202db15cbf15a08e585,True,1,pilot-17
0,4,correct_feasible_plan,True,scope,9480,0,E,model,496,3202db15cbf15a08e585,True,1,pilot-17
0,4,correct_feasible_plan,True,scope,9480,0,E,oracle,496,3202db15cbf15a08e585,True,1,pilot-17
1,4,correct_feasible_plan,True,scope,9480,0,E,model,496,3202db15cbf15a08e585,True,1,pilot-17
1,4,correct_feasible_plan,True,scope,9480,0,E,oracle,496,3202db15cbf15a08e585,True,1,pilot-17
2,4,correct_feasible_plan,True,scope,9480,0,E,model,496,3202db15cbf15a08e585,True,1,pilot-17
2,4,correct_feasible_plan,True,scope,9480,0,E,oracle,496,3202db15cbf15a08e585,True,1,pilot-17
4,4,correct_feasible_plan,True,scope,9480,0,E,model,496,3202db15cbf15a08e585,True,1,pilot-17
4,4,correct_feasible_plan,True,scope,9480,0,E,oracle,496,3202db15cbf15a08e585,True,1,pilot-17
0,1,correct_feasible_plan,True,scope,2370,0,A,model,121,3202db15cbf15a08e585,True,,pilot-17
0,4,correct_feasible_plan,True,timing,9040,0,D,model,521,12b051372ba2bb22cd12,True,2,pilot-18
0,4,correct_feasible_plan,True,timing,9040,0,D,oracle,521,12b051372ba2bb22cd12,True,2,pilot-18
1,5,correct_feasible_plan,True,timing,9676,1,D,model,573,12b051372ba2bb22cd12,True,1,pilot-18
1,4,correct_feasible_plan,True,timing,9040,1,D,oracle,521,12b051372ba2bb22cd12,True,1,pilot-18
2,5,correct_feasible_plan,True,timing,9676,1,D,model,573,12b051372ba2bb22cd12,True,1,pilot-18
2,4,correct_feasible_plan,True,timing,9040,1,D,oracle,521,12b051372ba2bb22cd12,True,1,pilot-18
4,5,correct_feasible_plan,True,timing,9676,1,D,model,573,12b051372ba2bb22cd12,True,1,pilot-18
4,4,correct_feasible_plan,True,timing,9040,1,D,oracle,521,12b051372ba2bb22cd12,True,1,pilot-18
0,4,correct_feasible_plan,True,timing,9040,0,E,model,521,12b051372ba2bb22cd12,True,2,pilot-18
0,4,correct_feasible_plan,True,timing,9040,0,E,oracle,521,12b051372ba2bb22cd12,True,2,pilot-18
1,5,correct_feasible_plan,True,timing,9676,1,E,model,573,12b051372ba2bb22cd12,True,1,pilot-18
1,4,correct_feasible_plan,True,timing,9040,1,E,oracle,521,12b051372ba2bb22cd12,True,1,pilot-18
2,5,correct_feasible_plan,True,timing,9676,1,E,model,573,12b051372ba2bb22cd12,True,1,pilot-18
2,4,correct_feasible_plan,True,timing,9040,1,E,oracle,521,12b051372ba2bb22cd12,True,1,pilot-18
4,5,correct_feasible_plan,True,timing,9676,1,E,model,573,12b051372ba2bb22cd12,True,1,pilot-18
4,4,correct_feasible_plan,True,timing,9040,1,E,oracle,521,12b051372ba2bb22cd12,True,1,pilot-18
0,1,correct_feasible_plan,True,timing,2260,0,A,model,127,12b051372ba2bb22cd12,True,,pilot-18
0,4,incorrect_plan,False,mode_exclusion,9044,0,D,model,704,2ecab41b2ff3eaf43736,True,1,pilot-19
0,4,incorrect_plan,False,mode_exclusion,9044,0,D,oracle,704,2ecab41b2ff3eaf43736,True,1,pilot-19
1,4,incorrect_plan,False,mode_exclusion,9044,0,D,model,704,2ecab41b2ff3eaf43736,True,1,pilot-19
1,4,incorrect_plan,False,mode_exclusion,9044,0,D,oracle,704,2ecab41b2ff3eaf43736,True,1,pilot-19
2,4,incorrect_plan,False,mode_exclusion,9044,0,D,model,704,2ecab41b2ff3eaf43736,True,1,pilot-19
2,4,incorrect_plan,False,mode_exclusion,9044,0,D,oracle,704,2ecab41b2ff3eaf43736,True,1,pilot-19
4,4,incorrect_plan,False,mode_exclusion,9044,0,D,model,704,2ecab41b2ff3eaf43736,True,1,pilot-19
4,4,incorrect_plan,False,mode_exclusion,9044,0,D,oracle,704,2ecab41b2ff3eaf43736,True,1,pilot-19
0,4,incorrect_plan,False,mode_exclusion,9044,0,E,model,704,2ecab41b2ff3eaf43736,True,1,pilot-19
0,4,incorrect_plan,False,mode_exclusion,9044,0,E,oracle,704,2ecab41b2ff3eaf43736,True,1,pilot-19
1,4,incorrect_plan,False,mode_exclusion,9044,0,E,model,704,2ecab41b2ff3eaf43736,True,1,pilot-19
1,4,incorrect_plan,False,mode_exclusion,9044,0,E,oracle,704,2ecab41b2ff3eaf43736,True,1,pilot-19
2,4,incorrect_plan,False,mode_exclusion,9044,0,E,model,704,2ecab41b2ff3eaf43736,True,1,pilot-19
2,4,incorrect_plan,False,mode_exclusion,9044,0,E,oracle,704,2ecab41b2ff3eaf43736,True,1,pilot-19
4,4,incorrect_plan,False,mode_exclusion,9044,0,E,model,704,2ecab41b2ff3eaf43736,True,1,pilot-19
4,4,incorrect_plan,False,mode_exclusion,9044,0,E,oracle,704,2ecab41b2ff3eaf43736,True,1,pilot-19
0,1,incorrect_plan,False,mode_exclusion,2261,0,A,model,185,2ecab41b2ff3eaf43736,True,,pilot-19
0,4,correct_feasible_plan,True,ordered_visits,9044,0,D,model,777,232acddf37f42b365aee,True,3,pilot-20
0,4,correct_feasible_plan,True,ordered_visits,9044,0,D,oracle,777,232acddf37f42b365aee,True,3,pilot-20
1,5,correct_feasible_plan,True,ordered_visits,9762,1,D,model,832,232acddf37f42b365aee,True,2,pilot-20
1,4,correct_feasible_plan,True,ordered_visits,9044,1,D,oracle,777,232acddf37f42b365aee,True,2,pilot-20
2,6,correct_feasible_plan,True,ordered_visits,10481,2,D,model,925,232acddf37f42b365aee,True,1,pilot-20
2,4,correct_feasible_plan,True,ordered_visits,9044,2,D,oracle,777,232acddf37f42b365aee,True,1,pilot-20
4,6,correct_feasible_plan,True,ordered_visits,10481,2,D,model,925,232acddf37f42b365aee,True,1,pilot-20
4,4,correct_feasible_plan,True,ordered_visits,9044,2,D,oracle,777,232acddf37f42b365aee,True,1,pilot-20
0,4,correct_feasible_plan,True,ordered_visits,9044,0,E,model,777,232acddf37f42b365aee,True,3,pilot-20
0,4,correct_feasible_plan,True,ordered_visits,9044,0,E,oracle,777,232acddf37f42b365aee,True,3,pilot-20
1,5,correct_feasible_plan,True,ordered_visits,9762,1,E,model,832,232acddf37f42b365aee,True,2,pilot-20
1,4,correct_feasible_plan,True,ordered_visits,9044,1,E,oracle,777,232acddf37f42b365aee,True,2,pilot-20
2,6,correct_feasible_plan,True,ordered_visits,10481,2,E,model,925,232acddf37f42b365aee,True,1,pilot-20
2,4,correct_feasible_plan,True,ordered_visits,9044,2,E,oracle,777,232acddf37f42b365aee,True,1,pilot-20
4,6,correct_feasible_plan,True,ordered_visits,10481,2,E,model,925,232acddf37f42b365aee,True,1,pilot-20
4,4,correct_feasible_plan,True,ordered_visits,9044,2,E,oracle,777,232acddf37f42b365aee,True,1,pilot-20
0,1,correct_feasible_plan,True,ordered_visits,2261,0,A,model,191,232acddf37f42b365aee,True,,pilot-20
0,4,correct_feasible_plan,True,transfers,9012,0,D,model,516,a74f125439a90f15569c,True,2,pilot-21
0,4,correct_feasible_plan,True,transfers,9012,0,D,oracle,516,a74f125439a90f15569c,True,2,pilot-21
1,5,correct_feasible_plan,True,transfers,9800,1,D,model,574,a74f125439a90f15569c,True,1,pilot-21
1,4,correct_feasible_plan,True,transfers,9012,1,D,oracle,516,a74f125439a90f15569c,True,1,pilot-21
2,5,correct_feasible_plan,True,transfers,9800,1,D,model,574,a74f125439a90f15569c,True,1,pilot-21
2,4,correct_feasible_plan,True,transfers,9012,1,D,oracle,516,a74f125439a90f15569c,True,1,pilot-21
4,5,correct_feasible_plan,True,transfers,9800,1,D,model,574,a74f125439a90f15569c,True,1,pilot-21
4,4,correct_feasible_plan,True,transfers,9012,1,D,oracle,516,a74f125439a90f15569c,True,1,pilot-21
0,4,correct_feasible_plan,True,transfers,9012,0,E,model,516,a74f125439a90f15569c,True,2,pilot-21
0,4,correct_feasible_plan,True,transfers,9012,0,E,oracle,516,a74f125439a90f15569c,True,2,pilot-21
1,5,correct_feasible_plan,True,transfers,9800,1,E,model,574,a74f125439a90f15569c,True,1,pilot-21
1,4,correct_feasible_plan,True,transfers,9012,1,E,oracle,516,a74f125439a90f15569c,True,1,pilot-21
2,5,correct_feasible_plan,True,transfers,9800,1,E,model,574,a74f125439a90f15569c,True,1,pilot-21
2,4,correct_feasible_plan,True,transfers,9012,1,E,oracle,516,a74f125439a90f15569c,True,1,pilot-21
4,5,correct_feasible_plan,True,transfers,9800,1,E,model,574,a74f125439a90f15569c,True,1,pilot-21
4,4,correct_feasible_plan,True,transfers,9012,1,E,oracle,516,a74f125439a90f15569c,True,1,pilot-21
0,1,correct_feasible_plan,True,transfers,2253,0,A,model,135,a74f125439a90f15569c,True,,pilot-21
0,4,false_infeasibility,False,scope,9504,0,D,model,685,,True,1,pilot-22
0,4,false_infeasibility,False,scope,9504,0,D,oracle,685,,True,1,pilot-22
1,4,false_infeasibility,False,scope,9504,0,D,model,685,,True,1,pilot-22
1,4,false_infeasibility,False,scope,9504,0,D,oracle,685,,True,1,pilot-22
2,4,false_infeasibility,False,scope,9504,0,D,model,685,,True,1,pilot-22
2,4,false_infeasibility,False,scope,9504,0,D,oracle,685,,True,1,pilot-22
4,4,false_infeasibility,False,scope,9504,0,D,model,685,,True,1,pilot-22
4,4,false_infeasibility,False,scope,9504,0,D,oracle,685,,True,1,pilot-22
0,4,false_infeasibility,False,scope,9504,0,E,model,685,,True,1,pilot-22
0,4,false_infeasibility,False,scope,9504,0,E,oracle,685,,True,1,pilot-22
1,4,false_infeasibility,False,scope,9504,0,E,model,685,,True,1,pilot-22
1,4,false_infeasibility,False,scope,9504,0,E,oracle,685,,True,1,pilot-22
2,4,false_infeasibility,False,scope,9504,0,E,model,685,,True,1,pilot-22
2,4,false_infeasibility,False,scope,9504,0,E,oracle,685,,True,1,pilot-22
4,4,false_infeasibility,False,scope,9504,0,E,model,685,,True,1,pilot-22
4,4,false_infeasibility,False,scope,9504,0,E,oracle,685,,True,1,pilot-22
0,1,false_infeasibility,False,scope,2376,0,A,model,166,,True,,pilot-22
0,4,invalid_model_output,False,infeasible,9044,0,D,model,174,,False,0,pilot-23
0,4,invalid_model_output,False,infeasible,9044,0,D,oracle,174,,False,0,pilot-23
1,4,invalid_model_output,False,infeasible,9044,0,D,model,174,,False,0,pilot-23
1,4,invalid_model_output,False,infeasible,9044,0,D,oracle,174,,False,0,pilot-23
2,4,invalid_model_output,False,infeasible,9044,0,D,model,174,,False,0,pilot-23
2,4,invalid_model_output,False,infeasible,9044,0,D,oracle,174,,False,0,pilot-23
4,4,invalid_model_output,False,infeasible,9044,0,D,model,174,,False,0,pilot-23
4,4,invalid_model_output,False,infeasible,9044,0,D,oracle,174,,False,0,pilot-23
0,4,invalid_model_output,False,infeasible,9044,0,E,model,174,,False,0,pilot-23
0,4,invalid_model_output,False,infeasible,9044,0,E,oracle,174,,False,0,pilot-23
1,4,invalid_model_output,False,infeasible,9044,0,E,model,174,,False,0,pilot-23
1,4,invalid_model_output,False,infeasible,9044,0,E,oracle,174,,False,0,pilot-23
2,4,invalid_model_output,False,infeasible,9044,0,E,model,174,,False,0,pilot-23
2,4,invalid_model_output,False,infeasible,9044,0,E,oracle,174,,False,0,pilot-23
4,4,invalid_model_output,False,infeasible,9044,0,E,model,174,,False,0,pilot-23
4,4,invalid_model_output,False,infeasible,9044,0,E,oracle,174,,False,0,pilot-23
0,1,invalid_model_output,False,infeasible,2261,0,A,model,45,,False,,pilot-23
0,4,incorrect_plan,False,mode_exclusion,9044,0,D,model,704,27be9fd50f3748ae5bd3,True,3,pilot-24
0,4,incorrect_plan,False,mode_exclusion,9044,0,D,oracle,704,27be9fd50f3748ae5bd3,True,3,pilot-24
1,5,correct_feasible_plan,True,mode_exclusion,9610,1,D,model,792,05199a5a66b044a97367,True,1,pilot-24
1,4,correct_feasible_plan,True,mode_exclusion,9044,1,D,oracle,704,05199a5a66b044a97367,True,1,pilot-24
2,5,correct_feasible_plan,True,mode_exclusion,9610,1,D,model,792,05199a5a66b044a97367,True,1,pilot-24
2,4,correct_feasible_plan,True,mode_exclusion,9044,1,D,oracle,704,05199a5a66b044a97367,True,1,pilot-24
4,5,correct_feasible_plan,True,mode_exclusion,9610,1,D,model,792,05199a5a66b044a97367,True,1,pilot-24
4,4,correct_feasible_plan,True,mode_exclusion,9044,1,D,oracle,704,05199a5a66b044a97367,True,1,pilot-24
0,4,incorrect_plan,False,mode_exclusion,9044,0,E,model,704,27be9fd50f3748ae5bd3,True,3,pilot-24
0,4,incorrect_plan,False,mode_exclusion,9044,0,E,oracle,704,27be9fd50f3748ae5bd3,True,3,pilot-24
1,5,correct_feasible_plan,True,mode_exclusion,9610,1,E,model,792,05199a5a66b044a97367,True,1,pilot-24
1,4,correct_feasible_plan,True,mode_exclusion,9044,1,E,oracle,704,05199a5a66b044a97367,True,1,pilot-24
2,5,correct_feasible_plan,True,mode_exclusion,9610,1,E,model,792,05199a5a66b044a97367,True,1,pilot-24
2,4,correct_feasible_plan,True,mode_exclusion,9044,1,E,oracle,704,05199a5a66b044a97367,True,1,pilot-24
4,5,correct_feasible_plan,True,mode_exclusion,9610,1,E,model,792,05199a5a66b044a97367,True,1,pilot-24
4,4,correct_feasible_plan,True,mode_exclusion,9044,1,E,oracle,704,05199a5a66b044a97367,True,1,pilot-24
0,1,incorrect_plan,False,mode_exclusion,2261,0,A,model,185,27be9fd50f3748ae5bd3,True,,pilot-24
0,4,false_infeasibility,False,ordered_visits,9036,0,D,model,908,,True,2,pilot-25
0,4,false_infeasibility,False,ordered_visits,9036,0,D,oracle,908,,True,2,pilot-25
1,5,correct_feasible_plan,True,ordered_visits,9633,1,D,model,963,2bce97fc17163394687f,True,1,pilot-25
1,4,correct_feasible_plan,True,ordered_visits,9036,1,D,oracle,908,2bce97fc17163394687f,True,1,pilot-25
2,5,correct_feasible_plan,True,ordered_visits,9633,1,D,model,963,2bce97fc17163394687f,True,1,pilot-25
2,4,correct_feasible_plan,True,ordered_visits,9036,1,D,oracle,908,2bce97fc17163394687f,True,1,pilot-25
4,5,correct_feasible_plan,True,ordered_visits,9633,1,D,model,963,2bce97fc17163394687f,True,1,pilot-25
4,4,correct_feasible_plan,True,ordered_visits,9036,1,D,oracle,908,2bce97fc17163394687f,True,1,pilot-25
0,4,false_infeasibility,False,ordered_visits,9036,0,E,model,908,,True,2,pilot-25
0,4,false_infeasibility,False,ordered_visits,9036,0,E,oracle,908,,True,2,pilot-25
1,5,correct_feasible_plan,True,ordered_visits,9633,1,E,model,963,2bce97fc17163394687f,True,1,pilot-25
1,4,correct_feasible_plan,True,ordered_visits,9036,1,E,oracle,908,2bce97fc17163394687f,True,1,pilot-25
2,5,correct_feasible_plan,True,ordered_visits,9633,1,E,model,963,2bce97fc17163394687f,True,1,pilot-25
2,4,correct_feasible_plan,True,ordered_visits,9036,1,E,oracle,908,2bce97fc17163394687f,True,1,pilot-25
4,5,correct_feasible_plan,True,ordered_visits,9633,1,E,model,963,2bce97fc17163394687f,True,1,pilot-25
4,4,correct_feasible_plan,True,ordered_visits,9036,1,E,oracle,908,2bce97fc17163394687f,True,1,pilot-25
0,1,false_infeasibility,False,ordered_visits,2259,0,A,model,268,,True,,pilot-25
0,4,correct_feasible_plan,True,timing,9040,0,D,model,520,4d149284ebebab02f59b,True,2,pilot-26
0,4,correct_feasible_plan,True,timing,9040,0,D,oracle,520,4d149284ebebab02f59b,True,2,pilot-26
1,5,correct_feasible_plan,True,timing,9645,1,D,model,582,9c48be15db2147416e55,True,1,pilot-26
1,4,correct_feasible_plan,True,timing,9040,1,D,oracle,520,9c48be15db2147416e55,True,1,pilot-26
2,5,correct_feasible_plan,True,timing,9645,1,D,model,582,9c48be15db2147416e55,True,1,pilot-26
2,4,correct_feasible_plan,True,timing,9040,1,D,oracle,520,9c48be15db2147416e55,True,1,pilot-26
4,5,correct_feasible_plan,True,timing,9645,1,D,model,582,9c48be15db2147416e55,True,1,pilot-26
4,4,correct_feasible_plan,True,timing,9040,1,D,oracle,520,9c48be15db2147416e55,True,1,pilot-26
0,4,correct_feasible_plan,True,timing,9040,0,E,model,520,4d149284ebebab02f59b,True,2,pilot-26
0,4,correct_feasible_plan,True,timing,9040,0,E,oracle,520,4d149284ebebab02f59b,True,2,pilot-26
1,5,correct_feasible_plan,True,timing,9645,1,E,model,582,9c48be15db2147416e55,True,1,pilot-26
1,4,correct_feasible_plan,True,timing,9040,1,E,oracle,520,9c48be15db2147416e55,True,1,pilot-26
2,5,correct_feasible_plan,True,timing,9645,1,E,model,582,9c48be15db2147416e55,True,1,pilot-26
2,4,correct_feasible_plan,True,timing,9040,1,E,oracle,520,9c48be15db2147416e55,True,1,pilot-26
4,5,correct_feasible_plan,True,timing,9645,1,E,model,582,9c48be15db2147416e55,True,1,pilot-26
4,4,correct_feasible_plan,True,timing,9040,1,E,oracle,520,9c48be15db2147416e55,True,1,pilot-26
0,1,correct_feasible_plan,True,timing,2260,0,A,model,127,4d149284ebebab02f59b,True,,pilot-26
0,4,false_infeasibility,False,scope,9516,0,D,model,499,,True,2,pilot-27
0,4,false_infeasibility,False,scope,9516,0,D,oracle,499,,True,2,pilot-27
1,5,incorrect_plan,False,scope,10514,1,D,model,558,0ccdf17de23687ac121f,True,1,pilot-27
1,4,false_infeasibility,False,scope,9516,1,D,oracle,499,,True,1,pilot-27
2,5,incorrect_plan,False,scope,10514,1,D,model,558,0ccdf17de23687ac121f,True,1,pilot-27
2,4,false_infeasibility,False,scope,9516,1,D,oracle,499,,True,1,pilot-27
4,5,incorrect_plan,False,scope,10514,1,D,model,558,0ccdf17de23687ac121f,True,1,pilot-27
4,4,false_infeasibility,False,scope,9516,1,D,oracle,499,,True,1,pilot-27
0,4,false_infeasibility,False,scope,9516,0,E,model,499,,True,2,pilot-27
0,4,false_infeasibility,False,scope,9516,0,E,oracle,499,,True,2,pilot-27
1,5,incorrect_plan,False,scope,10514,1,E,model,558,0ccdf17de23687ac121f,True,1,pilot-27
1,4,false_infeasibility,False,scope,9516,1,E,oracle,499,,True,1,pilot-27
2,5,incorrect_plan,False,scope,10514,1,E,model,558,0ccdf17de23687ac121f,True,1,pilot-27
2,4,false_infeasibility,False,scope,9516,1,E,oracle,499,,True,1,pilot-27
4,5,incorrect_plan,False,scope,10514,1,E,model,558,0ccdf17de23687ac121f,True,1,pilot-27
4,4,false_infeasibility,False,scope,9516,1,E,oracle,499,,True,1,pilot-27
0,1,false_infeasibility,False,scope,2379,0,A,model,122,,True,,pilot-27
0,4,correct_infeasibility,True,infeasible,8924,0,D,model,690,,False,1,pilot-28
0,4,correct_infeasibility,True,infeasible,8924,0,D,oracle,690,,False,1,pilot-28
1,4,correct_infeasibility,True,infeasible,8924,0,D,model,690,,False,1,pilot-28
1,4,correct_infeasibility,True,infeasible,8924,0,D,oracle,690,,False,1,pilot-28
2,4,correct_infeasibility,True,infeasible,8924,0,D,model,690,,False,1,pilot-28
2,4,correct_infeasibility,True,infeasible,8924,0,D,oracle,690,,False,1,pilot-28
4,4,correct_infeasibility,True,infeasible,8924,0,D,model,690,,False,1,pilot-28
4,4,correct_infeasibility,True,infeasible,8924,0,D,oracle,690,,False,1,pilot-28
0,4,correct_infeasibility,True,infeasible,8924,0,E,model,690,,False,1,pilot-28
0,4,correct_infeasibility,True,infeasible,8924,0,E,oracle,690,,False,1,pilot-28
1,4,correct_infeasibility,True,infeasible,8924,0,E,model,690,,False,1,pilot-28
1,4,correct_infeasibility,True,infeasible,8924,0,E,oracle,690,,False,1,pilot-28
2,4,correct_infeasibility,True,infeasible,8924,0,E,model,690,,False,1,pilot-28
2,4,correct_infeasibility,True,infeasible,8924,0,E,oracle,690,,False,1,pilot-28
4,4,correct_infeasibility,True,infeasible,8924,0,E,model,690,,False,1,pilot-28
4,4,correct_infeasibility,True,infeasible,8924,0,E,oracle,690,,False,1,pilot-28
0,1,correct_infeasibility,True,infeasible,2231,0,A,model,168,,False,,pilot-28
0,4,correct_feasible_plan,True,transfers,9000,0,D,model,540,12b48372fefc1a7c9bd9,True,1,pilot-29
0,4,correct_feasible_plan,True,transfers,9000,0,D,oracle,540,12b48372fefc1a7c9bd9,True,1,pilot-29
1,4,correct_feasible_plan,True,transfers,9000,0,D,model,540,12b48372fefc1a7c9bd9,True,1,pilot-29
1,4,correct_feasible_plan,True,transfers,9000,0,D,oracle,540,12b48372fefc1a7c9bd9,True,1,pilot-29
2,4,correct_feasible_plan,True,transfers,9000,0,D,model,540,12b48372fefc1a7c9bd9,True,1,pilot-29
2,4,correct_feasible_plan,True,transfers,9000,0,D,oracle,540,12b48372fefc1a7c9bd9,True,1,pilot-29
4,4,correct_feasible_plan,True,transfers,9000,0,D,model,540,12b48372fefc1a7c9bd9,True,1,pilot-29
4,4,correct_feasible_plan,True,transfers,9000,0,D,oracle,540,12b48372fefc1a7c9bd9,True,1,pilot-29
0,4,correct_feasible_plan,True,transfers,9000,0,E,model,540,12b48372fefc1a7c9bd9,True,1,pilot-29
0,4,correct_feasible_plan,True,transfers,9000,0,E,oracle,540,12b48372fefc1a7c9bd9,True,1,pilot-29
1,4,correct_feasible_plan,True,transfers,9000,0,E,model,540,12b48372fefc1a7c9bd9,True,1,pilot-29
1,4,correct_feasible_plan,True,transfers,9000,0,E,oracle,540,12b48372fefc1a7c9bd9,True,1,pilot-29
2,4,correct_feasible_plan,True,transfers,9000,0,E,model,540,12b48372fefc1a7c9bd9,True,1,pilot-29
2,4,correct_feasible_plan,True,transfers,9000,0,E,oracle,540,12b48372fefc1a7c9bd9,True,1,pilot-29
4,4,correct_feasible_plan,True,transfers,9000,0,E,model,540,12b48372fefc1a7c9bd9,True,1,pilot-29
4,4,correct_feasible_plan,True,transfers,9000,0,E,oracle,540,12b48372fefc1a7c9bd9,True,1,pilot-29
0,1,correct_feasible_plan,True,transfers,2250,0,A,model,135,12b48372fefc1a7c9bd9,True,,pilot-29
0,4,correct_feasible_plan,True,ordered_visits,9036,0,D,model,956,010472eee2cf6c81e0c3,True,2,pilot-30
0,4,correct_feasible_plan,True,ordered_visits,9036,0,D,oracle,956,010472eee2cf6c81e0c3,True,2,pilot-30
1,5,correct_feasible_plan,True,ordered_visits,9634,1,D,model,1021,010472eee2cf6c81e0c3,True,1,pilot-30
1,4,correct_feasible_plan,True,ordered_visits,9036,1,D,oracle,956,010472eee2cf6c81e0c3,True,1,pilot-30
2,5,correct_feasible_plan,True,ordered_visits,9634,1,D,model,1021,010472eee2cf6c81e0c3,True,1,pilot-30
2,4,correct_feasible_plan,True,ordered_visits,9036,1,D,oracle,956,010472eee2cf6c81e0c3,True,1,pilot-30
4,5,correct_feasible_plan,True,ordered_visits,9634,1,D,model,1021,010472eee2cf6c81e0c3,True,1,pilot-30
4,4,correct_feasible_plan,True,ordered_visits,9036,1,D,oracle,956,010472eee2cf6c81e0c3,True,1,pilot-30
0,4,correct_feasible_plan,True,ordered_visits,9036,0,E,model,956,010472eee2cf6c81e0c3,True,2,pilot-30
0,4,correct_feasible_plan,True,ordered_visits,9036,0,E,oracle,956,010472eee2cf6c81e0c3,True,2,pilot-30
1,5,correct_feasible_plan,True,ordered_visits,9634,1,E,model,1021,010472eee2cf6c81e0c3,True,1,pilot-30
1,4,correct_feasible_plan,True,ordered_visits,9036,1,E,oracle,956,010472eee2cf6c81e0c3,True,1,pilot-30
2,5,correct_feasible_plan,True,ordered_visits,9634,1,E,model,1021,010472eee2cf6c81e0c3,True,1,pilot-30
2,4,correct_feasible_plan,True,ordered_visits,9036,1,E,oracle,956,010472eee2cf6c81e0c3,True,1,pilot-30
4,5,correct_feasible_plan,True,ordered_visits,9634,1,E,model,1021,010472eee2cf6c81e0c3,True,1,pilot-30
4,4,correct_feasible_plan,True,ordered_visits,9036,1,E,oracle,956,010472eee2cf6c81e0c3,True,1,pilot-30
0,1,correct_feasible_plan,True,ordered_visits,2259,0,A,model,261,010472eee2cf6c81e0c3,True,,pilot-30
0,4,correct_feasible_plan,True,timing,9032,0,D,model,532,4295f3ea23e2bc8a76cf,True,1,pilot-31
0,4,correct_feasible_plan,True,timing,9032,0,D,oracle,532,4295f3ea23e2bc8a76cf,True,1,pilot-31
1,4,correct_feasible_plan,True,timing,9032,0,D,model,532,4295f3ea23e2bc8a76cf,True,1,pilot-31
1,4,correct_feasible_plan,True,timing,9032,0,D,oracle,532,4295f3ea23e2bc8a76cf,True,1,pilot-31
2,4,correct_feasible_plan,True,timing,9032,0,D,model,532,4295f3ea23e2bc8a76cf,True,1,pilot-31
2,4,correct_feasible_plan,True,timing,9032,0,D,oracle,532,4295f3ea23e2bc8a76cf,True,1,pilot-31
4,4,correct_feasible_plan,True,timing,9032,0,D,model,532,4295f3ea23e2bc8a76cf,True,1,pilot-31
